Reference Number,Publication Title,Publication Authors,Publication Journal,Publication Volume,Publication Pages,Publication Year,Study Location,Experimental Design,Treatment Description,Treatment Dosage,Treatment Dosage Units,Animals per Treatment,Treatment Code,Treatment Type,Animal Metabolic Status,Rumen Cannulation Status,Animal Housing Type,Animal Feeding Type,Diet Acclimation Days,Data Collection Days,Total Treatment Days,Feed Analysis Method,Animal sex: 1 = Male; 2= Female,Animal Age (months),"Animal BW, kg",Methane Measurement Method,DIM,"ADG, kg/d ",ADG SEM,ADG SD,Intake strategy,Diet Forage #1,"Diet Forage #1, % Diet DM",Diet Forage #2,"Diet forage #2, % Diet DM",Supplemental Feed Ingredients,"Diet Forage, %DM","DMI, kg/d",DMI SEM,DMI SED,DMI SD,"Diet GE, Mcal/kg DM","Diet CP, %DM","Diet Fatty Acids, %DM","Diet EE, %DM","Diet Ash, %DM","Diet NDF, %DM","Diet ADF, %DM","Diet Lignin, %DM","Diet Starch, %DM",Rumen pH,Rumen pH SEM,Rumen pH SED,Rumen pH SD,"Rumen Ammonia, mM",Rumen Ammonia SEM,Rumen Ammonia SED,Rumen Ammonia SD,"Rumen VFA, mM",Rumen VFA SEM,Rumen VFA SED,Rumen VFA SD,"Rumen Acetate, mol/100 mol",Rumen Acetate SEM,Rumen Acetate SED ,Rumen Acetate SD ,"Rumen Propionate, mol/100 mol",Rumen Propionate SEM,Rumen Propionate SED,Rumen Propionate  SD,"Rumen Butyrate, mol/100 mol",Rumen Butyrate SEM,Rumen Butyrate SED,Rumen Butyrate SD,Rumen Sampling Method,"TTDM dig, %",TTDM dig SEM,TTDM dig SED,TTDM dig SD,"TTOM dig, % ",TTOM dig SEM,TTOM dig SED,TTOM dig SD,"TTCP dig, %",TTCP dig SEM,TTCP dig SED,TTCP dig SD,"TTGE dig, %",TTGE dig SEM,TTGE dig SED,TTGE dig SD,"TTNDF dig, %",TTNDF dig SEM,TTNDF dig SED,TTNDF dig SD,"TTADF dig, %",TTADF dig SEM,TTADF dig SED,TTADF dig SD,"TTStarch dig, %",TTStarch dig SEM,TTStarch dig SED,"Fecal N, g/d",Fecal N SEM,Fecal N SED,Fecal N SD,"Urine N, g/d",Urine N SEM,Urine N SED,Urine N SD,"Milk N, g/d",Milk N SEM,Milk N SED,"Milk, kg/d",Milk SEM,Milk SED,Milk SD,"Milk Fat, %",Milk Fat SEM,Milk Fat SED,Milk Fat SD,"Milk CP, %",Milk CP SEM,Milk CP SED,Milk CP SD,"Milk TP, %",Milk TP SEM,Milk TP SED,Milk TP SD,"Milk Lactose, %",Milk Lactose SEM,Milk Lactose SED,Milk Lactose SD,"ECM, kg/d",ECM SEM,ECM SED,ECM SD,"FCM 3.5%, kg/d",FCM 3.5% SEM,"FCM 4%, kg",FCM 4% SEM,"SCM, kg/d","SCM, SEM","FPCM, kg/d",FPCM SEM,FPCM SED,FPCM SD,"MUN, mg/dL",MUN SEM,MUN SD,"CH4, g/d ",CH4 SEM,CH4 SED,CH4 SD,"CH4/DMI, g/kg","CH4/DMI, SEM","CH4/DMI, SED","CH4/DMI, SD","CH4, %GEI","CH4, %GEI SEM","CH4, %GEI SED","CH4, %GEI SD","CH4/Milk, g/kg","CH4/Milk,SEM","CH4/Milk, SED","CH4/Milk, SD","CH4/ECM, g/kg","CH4/ECM,SEM","CH4/ECM, SED","CH4/ECM, SD",CH4/BW Gain g/kg,"CH4/BW Gain, g/kg SEM","H2, g/d",H2 SEM,H2 SD,H2/DMI g/kg,H2/DMI g/kg SEM,"H2/DMI, g/kg SED",H2/DMI g/kg SD,"CO2, g/d ",CO2 SEM,CO2 SED,CO2 SD,"CO2/DMI, g/kg","CO2/DMI, g/kg SEM","CO2/DMI, g/kg SED","CO2/DMI, g/kg SD"
371,Effects of forage source and extruded linseed supplementation on methane emissions from growing dairy cattle of differing body weights.,"Hammond, K. J., Humphries, D. J., Crompton, L. A., Kirton, P., & Reynolds, C. K. ",Journal of Dairy Science,98,8066-8077,2015,United Kingdom,Latin Square,"Expt 2 - Maize silage, 0g of extruded linseed/kg of DM ",0,g/kg DM,4,Experiment 2 MS,Control,Growing,Non-cannulated,Pens with electronic feeders,TMR,28,5,33,Wet Chemistry,2,12,361,Respiration chamber,,,,,Restricted,Corn silage,60,,,"Cracked wheat, soybean meal, calf pellets",60,7.03,0.24,,,,14.6,,3.56,4,31.5,21.9,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1.01,,,73.6,0.994,,,66.6,1.42,,,,,,,57.3,0.085,,,51,3.81,,,98.6,0.399,,53.3,2.27,,,62.8,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,11.4,,,26.1,1.99,,,8,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Effects of forage source and extruded linseed supplementation on methane emissions from growing dairy cattle of differing body weights.,"Hammond, K. J., Humphries, D. J., Crompton, L. A., Kirton, P., & Reynolds, C. K. ",Journal of Dairy Science,98,8066-8077,2015,United Kingdom,Latin Square,"Expt 2 - Grass silage, 0g of extruded linseed/kg of DM ",0,g/kg DM,4,Experiment 2 GS,Control,Growing,Non-cannulated,Pens with electronic feeders,TMR,28,5,33,Wet Chemistry,2,12,361,Respiration chamber,,,,,Restricted,Grass silage,60,,,"Cracked wheat, soybean meal, calf pellets",60,7.28,0.24,,,,14.8,,3.68,3.2,33.2,24.7,,18,,,,,,,,,,,,,,,,,,,,,,,,,,72.8,1.01,,,75.6,0.994,,,60.9,1.42,,,,,,,47.3,0.085,,,57.6,3.81,,,98.7,0.399,,65.8,2.27,,,50.4,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,11.4,,,28.5,1.99,,,8.91,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Effects of forage source and extruded linseed supplementation on methane emissions from growing dairy cattle of differing body weights.,"Hammond, K. J., Humphries, D. J., Crompton, L. A., Kirton, P., & Reynolds, C. K. ",Journal of Dairy Science,98,8066-8077,2015,United Kingdom,Latin Square,"Expt 1 - Grass silage, 60g of extruded linseed/kg of DM ",60,g/kg DM,4,Experiment 1 GL,Lipid,Growing,Non-cannulated,Pens with electronic feeders,TMR,28,5,33,Wet Chemistry,2,13,447,Respiration chamber,,,,,Restricted,Grass silage,75,,,"Cracked wheat, soybean meal, extruded linseed oil",75,7.89,0.89,,,,17.6,,5.46,5.2,38.5,25.1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,,,79.8,0.54,,,71.2,2.06,,,,,,,77.6,1.94,,,73.2,2.25,,,97.9,0.379,,62.1,4.4,,,95.4,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,14.4,,,26.2,1.24,,,8.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Effects of forage source and extruded linseed supplementation on methane emissions from growing dairy cattle of differing body weights.,"Hammond, K. J., Humphries, D. J., Crompton, L. A., Kirton, P., & Reynolds, C. K. ",Journal of Dairy Science,98,8066-8077,2015,United Kingdom,Latin Square,"Expt 2 - Grass silage, 50g of extruded linseed/kg of DM ",50,g/kg DM,4,Experiment 2 GL,Lipid,Growing,Non-cannulated,Pens with electronic feeders,TMR,28,5,33,Wet Chemistry,2,12,365,Respiration chamber,,,,,Restricted,Grass silage,60,,,"Cracked wheat, soybean meal, extruded linseed oil, calf pellets",60,7.42,0.24,,,,14.6,,5.53,3.3,34.3,26.8,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,1.01,,,77.3,0.994,,,64.1,1.42,,,,,,,45.1,0.085,,,65,3.81,,,98.1,0.399,,64.2,2.27,,,50.6,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,11.4,,,26,1.99,,,8.01,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Effects of forage source and extruded linseed supplementation on methane emissions from growing dairy cattle of differing body weights.,"Hammond, K. J., Humphries, D. J., Crompton, L. A., Kirton, P., & Reynolds, C. K. ",Journal of Dairy Science,98,8066-8077,2015,United Kingdom,Latin Square,"Expt 1 - Maize silage, 60g of extruded linseed/kg of DM ",60,g/kg DM,4,Experiment 1 ML,Lipid,Growing,Non-cannulated,Pens with electronic feeders,TMR,28,5,33,Wet Chemistry,2,13,454,Respiration chamber,,,,,Restricted,Corn silage,75,,,"Soybean meal, extruded linseed oil",75,9.46,0.89,,,,14.6,,4.93,5.3,28.8,17.8,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,74.4,1,,,76,0.54,,,65.2,2.06,,,,,,,53.5,1.94,,,51.6,2.25,,,99.1,0.379,,78.5,4.4,,,71.4,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,14.4,,,20.4,1.24,,,6.13,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Effects of forage source and extruded linseed supplementation on methane emissions from growing dairy cattle of differing body weights.,"Hammond, K. J., Humphries, D. J., Crompton, L. A., Kirton, P., & Reynolds, C. K. ",Journal of Dairy Science,98,8066-8077,2015,United Kingdom,Latin Square,"Expt 2 - Maize silage, 50g of extruded linseed/kg of DM ",50,g/kg DM,4,Experiment 2 ML,Lipid,Growing,Non-cannulated,Pens with electronic feeders,TMR,28,5,33,Wet Chemistry,2,12,364,Respiration chamber,,,,,Restricted,Corn silage,60,,,"Soybean meal, extruded linseed oil, calf pellets",60,7.16,0.24,,,,14.6,,4.48,4.2,33.6,23.2,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,72.7,1.01,,,74.6,0.994,,,68.3,1.42,,,,,,,53.3,0.085,,,55.4,3.81,,,98.4,0.399,,53.6,2.27,,,54.1,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,11.4,,,27,1.99,,,8.16,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"The influence of grass silage-to-maize silage ratio and concentrate composition on methane emissions, performance and milk composition of dairy cows. ","Hart, K. J., Huntington, J. A., Wilkinson, R. G., Bartram, C. G., & Sinclair, L. A.",Animal,9,983-991,2015,United Kingdom,Latin Square,"Grass silage: maize silage (30:70), 6.1 kg DM/d low NDF high starch concentrate",,,20,MS,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,Component,21,7,28,Wet Chemistry,2,,711,Sulfur Hexafluoride (SF6) tracer technique,129,0.642,0.123,,Restricted,Grass silage,21.87,Corn silage,51.02,"Barley, wheat, wheatfeed, palm kernel extract, HiPro Soya, rapeseed extract, maize gluten meal, sunflower oil,  molasses",72.89,22.5,0.4,,,,,,,,35.2,,,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,1,,,4.92,0.016,,,3.75,0.07,,,,,,,,,,,,,,,,,31.4,1.3,,,,,,,,,,385,13,,,17.1,0.5,,,4.92,0.16,,,14.4,0.6,,,,,,,,,,,,,,,,,,,,,,,
372,"The influence of grass silage-to-maize silage ratio and concentrate composition on methane emissions, performance and milk composition of dairy cows. ","Hart, K. J., Huntington, J. A., Wilkinson, R. G., Bartram, C. G., & Sinclair, L. A.",Animal,9,983-991,2015,United Kingdom,Latin Square,"Grass silage: maize silage (70:30), 6.1 kg DM/d low NDF high starch concentrate",,,20,GS,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,Component,21,7,28,Wet Chemistry,2,,716,Sulfur Hexafluoride (SF6) tracer technique,129,0.921,0.123,,Restricted,Grass silage,49.95,Corn silage,21.41,"Barley, wheat, wheatfeed, palm kernel extract, HiPro Soya, rapeseed extract, maize gluten meal, sunflower oil,  molasses",71.36,21.3,0.4,,,,,,,,35.45,,,15.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,1,,,5.06,0.016,,,3.76,0.07,,,,,,,,,,,,,,,,,30.9,1.3,,,,,,,,,,412,13,,,19.5,0.5,,,5.61,0.16,,,15.9,0.6,,,,,,,,,,,,,,,,,,,,,,,
372,"The influence of grass silage-to-maize silage ratio and concentrate composition on methane emissions, performance and milk composition of dairy cows. ","Hart, K. J., Huntington, J. A., Wilkinson, R. G., Bartram, C. G., & Sinclair, L. A.",Animal,9,983-991,2015,United Kingdom,Latin Square,"Grass silage: maize silage (70:30), 6.1 kg DM/d high NDF low starch concentrate",,,20,GF,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,Component,21,7,28,Wet Chemistry,2,,708,Sulfur Hexafluoride (SF6) tracer technique,129,0.656,0.123,,Restricted,Grass silage,49.37,Corn silage,21.16,"Citrus pulp, sugar beet pulp, soybean  hulls, maize distillers grains, palm kernel extract, HiPro Soya, rapeseed extract, maize gluten meal, sunflower oil,  molasses",70.53,20.7,0.4,,,,,,,,39.95,,,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,1,,,4.88,0.016,,,3.63,0.07,,,,,,,,,,,,,,,,,31.1,1.3,,,,,,,,,,406,13,,,19.6,0.5,,,5.69,0.16,,,15,0.6,,,,,,,,,,,,,,,,,,,,,,,
372,"The influence of grass silage-to-maize silage ratio and concentrate composition on methane emissions, performance and milk composition of dairy cows. ","Hart, K. J., Huntington, J. A., Wilkinson, R. G., Bartram, C. G., & Sinclair, L. A.",Animal,9,983-991,2015,United Kingdom,Latin Square,"Grass silage: maize silage (30:70), 6.1 kg DM/d high NDF low starch concentrate",,,20,MF,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,Component,21,7,28,Wet Chemistry,2,,708,Sulfur Hexafluoride (SF6) tracer technique,129,0.545,0.123,,Restricted,Grass silage,21.72,Corn silage,50.68,"Citrus pulp, sugar beet pulp, soybean  hulls, maize distillers grains, palm kernel extract, HiPro Soya, rapeseed extract, maize gluten meal, sunflower oil,  molasses",72.4,22.1,0.4,,,,,,,,39.41,,,14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,1,,,5.01,0.016,,,3.66,0.07,,,,,,,,,,,,,,,,,32.1,1.3,,,,,,,,,,410,13,,,18.6,0.5,,,5.37,0.16,,,15,0.6,,,,,,,,,,,,,,,,,,,,,,,
373,An inhibitor persistently decreased enteric methane emission from dairy cows with no negative effect on milk production. ,"Hristov, A. N., Oh, J., Giallongo, F., Frederick, T. W., Harper, M. T., Weeks, H. L., ... & Kindermann, M. ",Proceedings of the National Academy of Sciences,112,10663-10668,2015,United States,Randomized block design,80 mg/kg DM 3NOP,80,mg/kg DM,12,High3NOP,3-Nitrooxypropanol (3-NOP),Lactating,Non-cannulated,Individual,TMR,14,70,84,Wet Chemistry,2,,664,"GreenFeed, Sulfur Hexafluoride(SF6)",,0.33,0.0712,,,,,,,,,27.5,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,1.21,,,4.25,0.123,,,,,,,3.13,0.033,,,4.77,0.026,,,43.9,1.59,,,,,,,,,,,,,,,,329,15.9,,,12.2,0.6,,,,,,,8.3,0.48,,,,,,,,,,,,,,,,,,,,,,,
373,An inhibitor persistently decreased enteric methane emission from dairy cows with no negative effect on milk production. ,"Hristov, A. N., Oh, J., Giallongo, F., Frederick, T. W., Harper, M. T., Weeks, H. L., ... & Kindermann, M. ",Proceedings of the National Academy of Sciences,112,10663-10668,2015,United States,Randomized block design,60 mg/kg DM 3NOP,60,mg/kg DM,12,Medium3NOP,3-Nitrooxypropanol (3-NOP),Lactating,Non-cannulated,Individual,TMR,14,70,84,Wet Chemistry,2,,672,"GreenFeed, Sulfur Hexafluoride(SF6)",,0.451,0.0712,,,,,,,,,27.7,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,1.21,,,4.02,0.123,,,,,,,3.12,0.033,,,4.81,0.026,,,46.2,1.59,,,,,,,,,,,,,,,,333,15.9,,,11.8,0.6,,,,,,,7.9,0.48,,,,,,,,,,,,,,,,,,,,,,,
373,An inhibitor persistently decreased enteric methane emission from dairy cows with no negative effect on milk production. ,"Hristov, A. N., Oh, J., Giallongo, F., Frederick, T. W., Harper, M. T., Weeks, H. L., ... & Kindermann, M. ",Proceedings of the National Academy of Sciences,112,10663-10668,2015,United States,Randomized block design,40 mg/kg DM 3NOP,40,mg/kg DM,12,Low3NOP,3-Nitrooxypropanol (3-NOP),Lactating,Non-cannulated,Individual,TMR,14,70,84,Wet Chemistry,2,,672,"GreenFeed, Sulfur Hexafluoride(SF6)",,0.353,0.0712,,,,,,,,,28,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,1.21,,,3.98,0.123,,,,,,,3.14,0.033,,,4.79,0.026,,,45.2,1.59,,,,,,,,,,,,,,,,363,15.9,,,12.5,0.6,,,,,,,8.7,0.48,,,,,,,,,,,,,,,,,,,,,,,
373,An inhibitor persistently decreased enteric methane emission from dairy cows with no negative effect on milk production. ,"Hristov, A. N., Oh, J., Giallongo, F., Frederick, T. W., Harper, M. T., Weeks, H. L., ... & Kindermann, M. ",Proceedings of the National Academy of Sciences,112,10663-10668,2015,United States,Randomized block design,0 mg/kg DM 3NOP,0,mg/kg DM,12,Control,Control ,Lactating,Non-cannulated,Individual,TMR,14,70,84,Wet Chemistry,2,,664,"GreenFeed, Sulfur Hexafluoride(SF6)",,0.21,0.0712,,,,,,,,,28,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,1.21,,,4.08,0.123,,,,,,,3.06,0.033,,,4.78,0.026,,,44.9,1.59,,,,,,,,,,,,,,,,481,15.9,,,17.2,0.6,,,,,,,12,0.48,,,,,,,,,,,,,,,,,,,,,,,
374,Effects of forage type and extruded linseed supplementation on methane production and milk fatty acid composition of lactating dairy cows. ,"Livingstone, K. M., Humphries, D. J., Kirton, P., Kliem, K. E., Givens, D. I., & Reynolds, C. K. ",Journal of Dairy Science,98,4000-4011,2015,United Kingdom,Latin Square,"High grass silage, 0g/kg DM extruded linseed",0,g/kg DM,4,GS,Control,Lactating,Non-cannulated,Free Stall Barn ,TMR,23,5,28,Wet Chemistry,2,,643,Respiration Chamber (Open-Circuit),60,,,,Ad libitum,Corn silage,37.5,Grass silage,12.5,"Cracked wheat, maize meal, soybean hulls, wheat feed, SoyPass, soybean meal, molasses",50,19.2,1.1,,,,16.6,2.18,,7.63,30.3,24,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,1.1,,,3.89,0.34,,,,,,,3.23,0.05,,,4.63,0.14,,,,,,,,,35.1,2,,,,,,,,,,406.37,25.08,,,21.79,1.77,,,,,,,11.54,0.78,,,,,,,,,,,,,,,,4636,236,,,,,,
374,Effects of forage type and extruded linseed supplementation on methane production and milk fatty acid composition of lactating dairy cows. ,"Livingstone, K. M., Humphries, D. J., Kirton, P., Kliem, K. E., Givens, D. I., & Reynolds, C. K. ",Journal of Dairy Science,98,4000-4011,2015,United Kingdom,Latin Square,"High maize silage, 0g/kg DM extruded linseed",0,g/kg DM,4,MS,Control,Lactating,Non-cannulated,Free Stall Barn ,TMR,23,5,28,Wet Chemistry,2,,643,Respiration Chamber (Open-Circuit),60,,,,Ad libitum,Corn silage,12.5,Grass silage,37.5,"Cracked wheat, molassed sugar beet feed, soybean hulls, wheat feed, SoyPass, soybean meal, rapeseed meal, molasses",50,20.3,1.1,,,,15.7,2.19,,6.83,32,22,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,1.1,,,3.3,0.34,,,,,,,3.16,0.05,,,4.5,0.14,,,,,,,,,32.4,2,,,,,,,,,,428.59,25.08,,,21.14,1.77,,,,,,,11.83,0.78,,,,,,,,,,,,,,,,5106,236,,,,,,
374,Effects of forage type and extruded linseed supplementation on methane production and milk fatty acid composition of lactating dairy cows. ,"Livingstone, K. M., Humphries, D. J., Kirton, P., Kliem, K. E., Givens, D. I., & Reynolds, C. K. ",Journal of Dairy Science,98,4000-4011,2015,United Kingdom,Latin Square,"High grass silage, 50g/kg DM extruded linseed",50,g/kg DM,4,GL,Lipid,Lactating,Non-cannulated,Free Stall Barn ,TMR,23,5,28,Wet Chemistry,2,,643,Respiration Chamber (Open-Circuit),60,,,,Ad libitum,Corn silage,37.5,Grass silage,12.5,"Cracked wheat, maize meal, soybean hulls, wheat feed, SoyPass, soybean meal, molasses, extruded linseed",50,19.7,1.1,,,,16.3,2.86,,7.48,30.8,22.7,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,1.1,,,3.41,0.34,,,,,,,3.18,0.05,,,4.53,0.14,,,,,,,,,32.2,2,,,,,,,,,,396.34,25.08,,,20.14,1.77,,,,,,,11.25,0.78,,,,,,,,,,,,,,,,4773,236,,,,,,
374,Effects of forage type and extruded linseed supplementation on methane production and milk fatty acid composition of lactating dairy cows. ,"Livingstone, K. M., Humphries, D. J., Kirton, P., Kliem, K. E., Givens, D. I., & Reynolds, C. K. ",Journal of Dairy Science,98,4000-4011,2015,United Kingdom,Latin Square,"High maize silage, 50g/kg DM extruded linseed",50,g/kg DM,4,ML,Lipid,Lactating,Non-cannulated,Free Stall Barn ,TMR,23,5,28,Wet Chemistry,2,,643,Respiration Chamber (Open-Circuit),60,,,,Ad libitum,Corn silage,12.5,Grass silage,37.5,"Cracked wheat, molassed sugar beet feed, soybean hulls, wheat feed, SoyPass, soybean meal, rapeseed meal, molasses, extruded linseed",50,21.2,1.1,,,,15.7,3.13,,6.35,33.4,21.8,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,1.1,,,3.36,0.34,,,,,,,3.21,0.05,,,4.46,0.14,,,,,,,,,33.8,2,,,,,,,,,,415.69,25.08,,,19.71,1.77,,,,,,,11.11,0.78,,,,,,,,,,,,,,,,5169,236,,,,,,
375,Effects of concentrate supplementation on enteric methane emissions and milk production of grazing dairy cows. ,"Muñoz, C., Hube, S., Morales, J. M., Yan, T., & Ungerfeld, E. M.",Livestock Science,175,37-46,2015,Chile,Crossover,"Period 1, 1 kg/d concentrate",,,12,"Period 1, 1kg Concentrate",Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,21,7,28,Wet Chemistry,2,,494,Sulfur Hexafluoride (SF6) tracer technique,70,-0.374,0.17,,Restricted,Grass - Fresh,95.29,,,"Steam rolled corn, ground corn, rolled barley, wheat bran, dried distillers grains with solubles, ground beans, rice bran",95.29,17,0.33,,,4.03,20.71,,,11.99,46.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,0.91,,,3.55,0.303,,,,,,,3.09,0.071,,,4.89,0.044,,,23.7,1.29,,,,,,,,,,,,,,,,323,14.6,,,19.4,1.06,,,6.4,0.35,,,12.5,0.75,,,12.6,1.06,,,,,,,,,,,,,,,,,,,
375,Effects of concentrate supplementation on enteric methane emissions and milk production of grazing dairy cows. ,"Muñoz, C., Hube, S., Morales, J. M., Yan, T., & Ungerfeld, E. M.",Livestock Science,175,37-46,2015,Chile,Crossover,"Period 2, 1 kg/d concentrate",,,12,"Period 2, 1kg Concentrate",Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,21,7,28,Wet Chemistry,2,,494,Sulfur Hexafluoride (SF6) tracer technique,70,0.802,0.17,,Restricted,Grass - Fresh,95.52,,,"Steam rolled corn, ground corn, rolled barley, wheat bran, dried distillers grains with solubles, ground beans, rice bran",95.52,20.1,0.33,,,3.92,21.11,,,11.22,41.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,0.91,,,4.19,0.303,,,,,,,3.04,0.071,,,4.63,0.044,,,24.4,1.29,,,,,,,,,,,,,,,,349,14.6,,,17.9,1.06,,,5.7,0.35,,,14.4,0.75,,,14.3,1.06,,,,,,,,,,,,,,,,,,,
375,Effects of concentrate supplementation on enteric methane emissions and milk production of grazing dairy cows. ,"Muñoz, C., Hube, S., Morales, J. M., Yan, T., & Ungerfeld, E. M.",Livestock Science,175,37-46,2015,Chile,Crossover,"Period 1, 5 kg/d concentrate",,,12,"Period 1, 5kg Concentrate",Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,21,7,28,Wet Chemistry,2,,494,Sulfur Hexafluoride (SF6) tracer technique,70,0.236,0.17,,Restricted,Grass - Fresh,76.19,,,"Steam rolled corn, ground corn, rolled barley, wheat bran, dried distillers grains with solubles, ground beans, rice bran",76.19,18.9,0.33,,,4.00,19.1,,,11.53,40.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,0.91,,,3.39,0.303,,,,,,,3.1,0.071,,,4.79,0.044,,,26.5,1.29,,,,,,,,,,,,,,,,357,14.6,,,19,1.06,,,6.4,0.35,,,12.7,0.75,,,13.4,1.06,,,,,,,,,,,,,,,,,,,
375,Effects of concentrate supplementation on enteric methane emissions and milk production of grazing dairy cows. ,"Muñoz, C., Hube, S., Morales, J. M., Yan, T., & Ungerfeld, E. M.",Livestock Science,175,37-46,2015,Chile,Crossover,"Period 2, 5 kg/d concentrate",,,12,"Period 2, 5kg Concentrate",Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,21,7,28,Wet Chemistry,2,,494,Sulfur Hexafluoride (SF6) tracer technique,70,0.551,0.17,,Restricted,Grass - Fresh,77.08,,,"Steam rolled corn, ground corn, rolled barley, wheat bran, dried distillers grains with solubles, ground beans, rice bran",77.08,19.2,0.33,,,3.91,19.48,,,10.93,36.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,0.91,,,3.68,0.303,,,,,,,3.09,0.071,,,4.75,0.044,,,25.8,1.29,,,,,,,,,,,,,,,,390,14.6,,,20.5,1.06,,,6.7,0.35,,,14.7,0.75,,,15.4,1.06,,,,,,,,,,,,,,,,,,,
384,Can rapeseed lower methane emission from heifers?  ,"Hellwing, A. L. F., Sørensen, M. T., Weisbjerg, M. R., Vestergaard, M., & Lund, P. ",Acta Agriculturae Scandinavica,62,259-262,2012,Denmark,Completely Random Design,Control - Rapeseed meal (low fat),26,g fat/kg DM,6,CON,Control ,Growing,Non-cannulated,Free Stall Barn ,TMR,141,4,145,Wet Chemistry,2,9.7,287,Respiration Chamber (Open-Circuit),,0.92,0.0472,,Ad libitum,Grass Legume Silage ,25.6,Corn silage,66.4,Rapeseed meal,92,6.7,0.24,,,4.39,12.7,,2.6,7,49,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.12,4.51,,,22.85,0.54,,,6.8,0.16,,,,,,,,,,,161.86,11.46,,,,,,,,,,,,,,,
